,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,State,Legislature,Status,Summary,Agg_Name,Size,tsne-2d-one,tsne-2d-two,Regions,Bill_Status
0,-0.12461021578650147,-0.12261791747445977,0.02029766514904677,0.11722076216694105,0.10000918731744231,-0.044525856698717454,0.09608486518333734,0.05108932515274734,0.010792418550559084,-0.010771965750624037,-0.00024976237949424674,0.0339038725030838,0.020237848646766747,0.0861235836724225,-0.05180412163159575,-0.10683388793987068,-0.03824789238697054,-0.006464757457702422,-0.05341605625606527,0.03464831022936483,AL,S,Failed - Adjourned - SENATE,"Provides for the expenditure of funds received by the Alabama Department of Conservation and Natural Resources for coastal conservation, restoration and protection, known as the """"Gulf of Mexico Energy Security Act of 2006"""".",ALS3.0,1,2.0176024,-3.542916,South,Failed 
2,1.0327478574151019,0.02091765827992316,-0.16227147436039965,-0.27704951439727293,-0.11393916016728517,-0.3395529280167443,-0.014479932204227433,0.03831100682398849,0.15462828882475815,-0.0007660418725493501,-0.06993421477928016,-0.07757038866891511,0.04213345821118974,0.03348509011030312,-0.0021163091158856264,0.03063951178528971,-0.05834393969510247,0.02078312971176188,0.0492345875269103,-0.04687543071954047,AL,S,Failed - Adjourned - SENATE,AL H 363 - Companion,ALS239.0,1,-1.923694,-14.854831,South,Failed 
3,-0.23805781623941916,0.17791002210283713,0.10100552713924878,0.05079906612055648,-0.06820703618026228,-0.07939229596930367,0.08358466960007131,0.1001541379561418,0.11029890838342371,-0.048121488800818554,-0.027988406025626095,0.03704213974265318,-0.10092243669837882,0.0864003164480721,0.06454978675928162,-0.10004628447521793,-0.05822227372600625,-0.020358163736128768,-0.029609047552152493,0.019206315986598218,AL,H,Enacted - Act No.  2019-242,AL S 239 - Companion,ALH363.0,1,-4.909417,0.47730634,South,Enacted 
4,-0.22193966464941586,0.1798229696500236,0.10070092317428637,0.05311223838513378,-0.06841890717205533,-0.07940171118062404,0.0825359863463875,0.10179224032270388,0.11054166952219269,-0.046636576169781695,-0.028797587919193516,0.036916159078901604,-0.1007226193095267,0.08889999928945601,0.06470420969424037,-0.10087396346895514,-0.05898768634525721,-0.020297610594226728,-0.02852100262240743,0.021337368981588212,AL,H,Failed - Adjourned - HOUSE,AL S 395 - Companion,ALH370.0,1,-4.91311,0.20153688,South,Failed 
5,-0.4266661895571205,-0.45588119881337796,0.2804230809348664,-0.030478922736080362,0.19614313106603293,0.0032339831977242317,-0.039995748163347104,-0.057899316622881995,-0.00419933246041362,0.013108995864345595,0.08300122289049922,0.0010447194444134225,-0.05380606592562749,-0.015460416110031678,0.02237409454312838,-0.031261350565793294,0.05719950704948994,-0.030571147061070815,-0.01039677258977777,-0.028100784645076596,AL,S,Failed - Adjourned - SENATE,AL H 370 - Companion,ALS395.0,1,8.088434,-1.0885915,South,Failed 
7,0.4223575804343181,-0.07880974182599375,-0.08716001565059768,-0.12266321344865322,0.0934821761439386,0.07635875214482961,0.009495132211236101,-0.03838755847872357,0.044352557742262516,0.09797519569898526,-0.08274415179931975,0.01847077932640064,-0.0013280345313366959,0.044081234778072145,-0.021071328690535452,0.05302674914105585,-0.021732882472370114,-0.041061207506616494,-0.038801468886466135,0.04697444806698427,AK,H,Enacted - Act No.  2018-17,"Makes appropriations for the operating and loan program expenses of state government and for certain programs, capitalizes funds, amends appropriations, makes supplemental appropriations.",AKH286.0,1,-2.579724,-8.962325,West,Enacted 
8,0.7088044896124372,0.19906636744476666,0.2644969169754004,0.3907965622600835,0.03071507911065921,-0.12304392313281665,-0.00937850650297188,0.10518425889642775,0.08157064370348009,-0.05003142789939955,-0.013310743892044837,0.032982718358300904,-0.040430015054510896,-0.004360170970911382,-0.06532237682844638,-0.129059467413158,-0.030252642525210736,0.006739934569223001,-0.04626752814426112,-0.02147189304679185,AZ,H,Failed - Adjourned - Senate Water and Agriculture Committee,Establishes the Dam Safety Study Committee.,AZH2098.0,1,-3.4589124,-12.670357,West,Failed 
9,-0.47922995446055044,0.41514880487442174,-0.4504937195968532,-0.1067674597483953,0.11785498454492768,0.03286164439610877,-0.015745951519716292,-0.03188357579851424,-0.024786556010040182,0.02049537072787184,0.013616081581551996,0.028220951128546466,-0.029475132750982385,-0.01474670928724082,0.017427988552855,0.03152258642455284,-0.021220970056829238,-0.024764577357476458,0.013211953404145762,0.008091629883494418,AZ,H,Failed - Adjourned - House Appropriations Committee,"Relates to Transaction Privilege Tax, relates to distribution, relates to Indian tribes.",AZH2150.0,1,-8.0659485,4.740098,West,Failed 
10,0.6721931143793054,0.19675487177132062,0.2628937718421957,0.3843382626420804,0.034820470088529336,-0.12013090778784245,0.002465523541321256,0.10984531317714957,0.08030698998694677,-0.05466186880528363,-0.01472373868566629,0.03321295706988446,-0.04300558979404695,-0.004006970224968053,-0.061086124466541526,-0.12822679814270707,-0.029518509372571864,0.010166389068935073,-0.04663948902475912,-0.02335428167727843,AZ,SCR,Failed - Adjourned - Senate Natural Resources and Energy Committee,"Relates to climate change, relates to supporting management.",AZSCR1024.0,1,-3.5014544,-12.353483,West,Failed 
11,-1.0761373581597147,0.41035410266589034,-0.003902980570035827,-0.07571173538529437,-0.046988645112067406,0.027307005286607684,-0.02259342481428094,0.01632578253333231,-0.04801701905569782,-0.032368595124431465,-0.02703662668912583,0.03060688237555042,-0.03596111078996142,-0.05973158564826299,-0.0009256743525953367,-0.00602545062019528,-0.0006558523534589688,-0.016155088023927223,-0.020604367994171043,-0.0030560758099937853,AZ,S,Failed - Adjourned - Senate Rules Committee,"Relates to flood control districts, relates to procedures.",AZS1519.0,1,-1.0572144,16.813566,West,Failed 
12,1.069213809768908,0.020280398043197676,-0.13516134392207588,0.4366300158185429,0.03779551642590113,0.16290296708745783,0.051840934513932624,0.07019282337987884,0.010819234511823619,0.04633836181686607,0.06780666929406534,0.06587213466465741,0.06226990382918357,-0.10073241093762098,0.03597409938335034,-0.14711791742073208,-0.08071042628474703,0.027969156023684726,-0.042356355138595175,-0.0010099095184366487,AZ,HCR,Failed - Adjourned - House Rules Committee,"Relates to climate change, relates to supporting management.",AZHCR2033.0,1,-1.992368,-15.117832,West,Failed 
13,-0.7973666295791744,0.43526457747340275,-0.08927723772205685,-0.03801303536829481,-0.10266146492353728,0.06458580913622432,-0.022008449636939206,-0.0016020940808685294,-0.10524379691548116,-0.02869069049000197,-0.04229005576887866,0.025283812194365388,-0.022050824663226894,-0.06708831765431279,0.008008061583124709,0.025190873855818856,0.016816813033400012,-0.022662814482552633,-0.008846208749338004,0.006823119219399806,AZ,H,Enacted - Act No.  88,"Relates to county real estate, relates to appraisals, provides for and amends powers of the board.",AZH2114.0,1,-5.165666,12.607564,West,Enacted 
14,-0.6901886706298418,0.3367796425964865,0.07867918712148038,0.09814528900223898,-0.08022081261124772,0.08251652389535492,0.0012523998484385305,0.17597455118250993,-0.06107289860228415,0.0923966556121853,0.10316142787580077,0.07844269663257186,0.025409820115476878,0.010303200638861526,0.05276252548522147,0.008175721185172341,-0.031211106922553546,0.02969389915585138,-0.00792424499476814,-0.027837413633420603,AZ,SJR,"Failed - Adjourned - House Energy, Environment and Natural Resources Committee","Relates to Colorado basin project act, relates to anniversary.",AZSJR1001.0,1,-5.075054,10.416183,West,Failed 
15,-0.24599805778200776,0.5545773898943489,-0.04230922243984517,-0.21311134980205518,0.052163356138965465,0.16873297113467373,0.006913389052267475,0.12043180672061729,-0.15602479299019167,-0.010423566873823845,0.025474319707932878,0.022009208020468782,-0.00684692220799038,-0.010737298910608333,0.05255471972878296,0.004976587020785949,0.001356853396536017,-0.022491637993564274,0.008822256653285676,-0.014379779123376546,AZ,S,Enacted - Act No.  47,"Relates to county flood control districts, relates to easements, makes nonsubtantive corrections.",AZS1052.0,1,-9.596435,1.2293775,West,Enacted 
16,-0.9187782175857427,0.27409813474269645,-0.12522235778709434,-0.21768988474207374,-0.018286944899952737,0.004896538357514317,-0.05129032884331867,-0.00031233956080392697,0.009751518379332705,-0.014903251908666626,0.02744733659729841,0.06975296254774616,0.008434590677409556,0.027177910724070237,0.018662719877729772,-0.041549040480227804,0.03083322394952021,0.031140951171916308,-0.008025950417649022,-0.0012857114552495897,AZ,S,"Failed - Adjourned - Senate Natural Resources, Energy and Water Committee","Relates to ecological water, relates to program, relates to fund.",AZS1475.0,1,-2.1374893,13.72147,West,Failed 
17,-0.8137253953706202,0.40237476299433916,-0.021335106886238565,-0.20572445455885158,-0.03254844595854605,0.07766727702257877,0.04511450853564778,-0.03351515596369964,0.002482651773041024,-0.002983839416498595,-0.002654501893496297,0.047359060557740924,0.0035524243001135453,0.03496473351014888,0.05421154632168242,-0.008357382639675925,0.017495413837935705,0.009241002577201977,-0.0015169525976993818,-0.009583344952989422,AZ,H,Enacted - Act No.  80,"Relates to county improvement districts, relates to repayment agreements, revises the definition of waterworks to include drinking water treatment facilities, revises the powers incidental to public improvements as relates to a district's Board of Directors, includes drinking water treatment facility projects authorized for financial assistance loans through the Water Infrastructure Finance Authority, make technical corrections.",AZH2190.0,1,-4.7332487,12.722444,West,Enacted 
18,-0.6908078734563929,0.3364105208411814,0.07854076307617525,0.09797705683053522,-0.07975030042772353,0.08254261600235081,0.002583657092487188,0.17625802630166454,-0.061170559515512,0.09193138840679294,0.10307612553835484,0.07845558524292919,0.02515565849051126,0.010264402548317089,0.05298512289816416,0.0080760161046346,-0.03114864328428713,0.030084412147659764,-0.007968834175801175,-0.02810537543618967,AZ,H,Failed - Adjourned - House Ways and Means Committee,"Relates to taxation, relates to fuel, relates to vehicle license.",AZH2367.0,1,-5.0668626,10.422336,West,Failed 
19,1.8823539722845648,-0.4912443174346077,-0.2160715904277057,0.06201290835167717,0.03017459715923544,-0.13974461075838426,-0.2265927385241184,0.058342390937267855,-0.1196504146533225,0.003384365961124714,-0.2086887587284015,-0.08841078495349124,-0.097997296173001,-0.021881818955509707,-0.0448203566050646,-0.06481603745582863,-0.04647324320617292,0.07301783642619826,0.051525726129655496,-0.09376657068050338,AZ,H,"Failed - Adjourned - House Military, Veterans and Regulatory Affairs Committee","Relates to geologists, relates to landscape architects, relates to regulatory repeal.",AZH2410.0,1,-1.038641,-20.317743,West,Failed 
20,2.023071026377665,0.6846316959671399,-0.06497191422554496,-0.27609804436591323,-0.15297485286576668,0.039640162943032096,-0.004601616269865592,-0.03690606495783379,-0.0790831819908429,-0.0626122778015072,-0.1393834779469452,0.16082436095051372,-0.03645243532391082,0.03122910190812597,0.01306175576874687,-0.039866573477907556,0.04857576704800819,0.01339126917543203,-0.0003395561465430668,-0.10667108867407492,AZ,H,"Failed - Adjourned - House Energy, Environment and Natural Resources Committee","Relates to ecological water, relates to program, relates to fund.",AZH2581.0,1,-5.0697317,-18.773481,West,Failed 
